,nome,cognome,nascita,osm_id,Unnamed: 4,data_nascita,c_nome,c_cognome,anno_nascita,mese_nascita,genere,giorno_nascita,num_giorno,cod_fisc,num,year_built,total_floors
3667,Vittoria,Mariani,E799,560383292,,1969-10-14 21:17:17.161291,VTTR,MRN,69,R,40,14,54,MRNVTTR69R54E799,31,1909,5
3668,Guglielmo,Carbone,E800,560383295,,2000-05-20 21:17:17.161291,GGLLM,CRBN,00,E,40,20,60,CRBNGGLLM00E60E800,9,1993,2
3669,Vittoria,Ruggiero,E801,560383296,,1965-03-14 21:17:17.161291,VTTR,RGGR,65,C,40,14,54,RGGRVTTR65C54E801,66,2012,9
3670,Mauro,Sorrentino,E803,562068277,,2002-03-10 21:17:17.161291,MR,SRRNTN,02,C,40,10,50,SRRNTNMR02C50E803,70,2003,7
3671,Vittoria,Ferro,E804,562068279,,1990-06-13 21:17:17.161291,VTTR,FRR,90,H,0,13,13,FRRVTTR90H13E804,30,1942,5
3672,Simone,Fabbri,E805,562068281,,2005-02-01 21:17:17.161291,SMN,FBBR,05,B,40,1,41,FBBRSMN05B41E805,76,1936,2
3673,Vittoria,Napolitano,E806,562068284,,1991-09-17 21:17:17.161291,VTTR,NPLTN,91,P,0,17,17,NPLTNVTTR91P17E806,53,1991,3
3674,Tiziano,Bianco,E809,562068293,,1989-01-22 21:17:17.161291,TZN,BNC,89,A,0,22,22,BNCTZN89A22E809,30,1903,7
3675,Vittoria,Russo,E808,562068295,,1979-12-19 21:17:17.161291,VTTR,RSS,79,T,0,19,19,RSSVTTR79T19E808,80,1915,8
3676,Adriano,Moretti,E811,562068298,,1983-06-16 21:17:17.161291,DRN,MRTT,83,H,0,16,16,MRTTDRN83H16E811,89,1977,4
3677,Vittoria,Martinelli,E807,562068301,,2004-06-25 21:17:17.161291,VTTR,MRTNLL,04,H,40,25,65,MRTNLLVTTR04H65E807,94,1999,4
3678,Alessandro,Riva,E810,562068302,,1989-09-19 21:17:17.161291,LSSNDR,RV,89,P,0,19,19,RVLSSNDR89P19E810,46,1910,7
3679,Vittoria,Guerra,E813,562068304,,1971-04-14 21:17:17.161291,VTTR,GRR,71,D,40,14,54,GRRVTTR71D54E813,81,1986,3
3680,Antonio,De Angelis,E812,562068306,,2000-09-18 21:17:17.161291,NTN,DNGLS,00,P,0,18,18,DNGLSNTN00P18E812,75,1935,8
3681,Vittoria,Palumbo,E814,562068307,,1968-09-20 21:17:17.161291,VTTR,PLMB,68,P,40,20,60,PLMBVTTR68P60E814,2,1950,1
3682,Augusto,Pagano,E815,562068309,,1999-03-14 21:17:17.161291,GST,PGN,99,C,40,14,54,PGNGST99C54E815,70,1980,1
3683,Vittoria,Martino,E816,562068310,,1984-09-19 21:17:17.161291,VTTR,MRTN,84,P,0,19,19,MRTNVTTR84P19E816,88,1956,3
3684,Bruno,Pellegrino,E817,562068312,,2004-11-14 21:17:17.161291,BRN,PLLGRN,04,S,0,14,14,PLLGRNBRN04S14E817,100,1934,3
3685,Vittoria,Giordano,E818,562068314,,1965-01-13 21:17:17.161291,VTTR,GRDN,65,A,40,13,53,GRDNVTTR65A53E818,89,1961,5
3686,Carlo,Testa,E819,562068315,,1971-09-27 21:17:17.161291,CRL,TST,71,P,0,27,27,TSTCRL71P27E819,78,1932,7
3687,Vittoria,Martini,E821,562068317,,1965-03-24 21:17:17.161291,VTTR,MRTN,65,C,0,24,24,MRTNVTTR65C24E821,72,1980,2
3688,Dario,Bernardini,E820,562068318,,1986-12-22 21:17:17.161291,DR,BRNRDN,86,T,0,22,22,BRNRDNDR86T22E820,6,1985,1
3689,Vittoria,Messina,E825,562068323,,2000-08-02 21:17:17.161291,VTTR,MSSN,00,M,0,2,2,MSSNVTTR00M2E825,97,1910,8
3690,Edoardo,Pugliese,E829,562068325,,1993-03-24 21:17:17.161291,DRD,PGLS,93,C,40,24,64,PGLSDRD93C64E829,23,1951,5
3691,Vittoria,Esposito,E830,562068327,,1971-02-07 21:17:17.161291,VTTR,SPST,71,B,40,7,47,SPSTVTTR71B47E830,75,1982,1
3692,Enrico,D'Amore,E834,562068329,,2003-01-13 21:17:17.161291,NRC,DMR,03,A,0,13,13,DMRNRC03A13E834,62,1903,5
3693,Vittoria,Pinto,E835,562068331,,2003-02-07 21:17:17.161291,VTTR,PNT,03,B,40,7,47,PNTVTTR03B47E835,88,1907,9
3694,Ezio,Benedetti,E836,563936526,,1972-04-05 21:17:17.161291,Z,BNDTT,72,D,40,5,45,BNDTTZ72D45E836,5,1990,6
3695,Vittoria,Ferrara,E837,563936527,,1985-02-10 21:17:17.161291,VTTR,FRRR,85,B,40,10,50,FRRRVTTR85B50E837,65,1913,8
3696,Fabio,Rizzo,E838,563936528,,2003-07-05 21:17:17.161291,FB,RZZ,03,L,0,5,5,RZZFB03L5E838,72,1901,9
3697,Vittoria,Longo,E839,563936529,,1992-11-05 21:17:17.161291,VTTR,LNG,92,S,0,5,5,LNGVTTR92S5E839,73,1917,9
3698,Federico,Barbieri,E840,563936530,,1966-06-03 21:17:17.161291,FDRC,BRBR,66,H,40,3,43,BRBRFDRC66H43E840,71,2016,5
3699,Vittoria,Amato,E841,563936531,,1979-10-02 21:17:17.161291,VTTR,MT,79,R,0,2,2,MTVTTR79R2E841,95,1929,2
3700,Filippo,Leone,E842,563936532,,1998-04-25 21:17:17.161291,FLPP,LN,98,D,0,25,25,LNFLPP98D25E842,37,1993,3
3701,Vittoria,Orlando,E833,563936533,,1989-12-10 21:17:17.161291,VTTR,RLND,89,T,0,10,10,RLNDVTTR89T10E833,19,1946,7
3702,Francesco,Barone,E843,563936534,,1969-11-06 21:17:17.161291,FRNCSC,BRN,69,S,0,6,6,BRNFRNCSC69S6E843,56,1906,8
3703,Vittoria,Montagna,E844,563936535,,1991-10-22 21:17:17.161291,VTTR,MNTGN,91,R,40,22,62,MNTGNVTTR91R62E844,80,1926,7
3704,Franco,Caputo,E847,563938213,,1972-01-18 21:17:17.161291,FRNC,CPT,72,A,40,18,58,CPTFRNC72A58E847,94,1907,8
3705,Vittoria,Rizzo,E848,563938214,,1974-03-27 21:17:17.161291,VTTR,RZZ,74,C,40,27,67,RZZVTTR74C67E848,19,1900,2
3706,Gabriele,Rossati,E850,563938215,,1975-04-25 21:17:17.161291,GBRL,RSST,75,D,0,25,25,RSSTGBRL75D25E850,61,2008,1
3707,Vittoria,Bianco,E851,563938216,,1982-09-09 21:17:17.161291,VTTR,BNC,82,P,0,9,9,BNCVTTR82P9E851,28,1945,3
3708,Gennaro,Bruno,E852,563938217,,1968-04-10 21:17:17.161291,GNNR,BRN,68,D,40,10,50,BRNGNNR68D50E852,13,1949,6
3709,Vittoria,Caruso,E853,563938218,,1967-02-24 21:17:17.161291,VTTR,CRS,67,B,0,24,24,CRSVTTR67B24E853,40,2017,4
3710,Giacomo,Colombo,E854,563938219,,1967-07-28 21:17:17.161291,GCM,CLMB,67,L,40,28,68,CLMBGCM67L68E854,53,2015,7
3711,Vittoria,Coppola,E855,563938220,,1993-06-02 21:17:17.161291,VTTR,CPPL,93,H,0,2,2,CPPLVTTR93H2E855,32,1957,6
3712,Giampaolo,Costa,E858,563938221,,1970-01-08 21:17:17.161291,GMPL,CST,70,A,0,8,8,CSTGMPL70A8E858,71,2018,2
3713,Vittoria,De Luca,E859,563938222,,1971-11-30 21:17:17.161291,VTTR,DLC,71,S,40,30,70,DLCVTTR71S70E859,22,1936,8
3714,Giancarlo,De Santis,E860,563938223,,1970-03-14 21:17:17.161291,GNCRL,DSNTS,70,C,40,14,54,DSNTSGNCRL70C54E860,32,1912,8
3715,Vittoria,Donati,E862,563938224,,1985-10-01 21:17:17.161291,VTTR,DNT,85,R,40,1,41,DNTVTTR85R41E862,94,1903,4
3716,Gianfranco,Esposito,E863,563938225,,1986-11-10 21:17:17.161291,GNFRNC,SPST,86,S,40,10,50,SPSTGNFRNC86S50E863,22,1903,1
3717,Vittoria,Farina,E864,563938226,,1967-02-28 21:17:17.161291,VTTR,FRN,67,B,0,28,28,FRNVTTR67B28E864,65,1967,8
3718,Gianluca,Fabbri,E865,563938227,,1982-06-09 21:17:17.161291,GNLC,FBBR,82,H,40,9,49,FBBRGNLC82H49E865,39,1956,6
3719,Vittoria,Ferri,E868,563938231,,1977-05-26 21:17:17.161291,VTTR,FRR,77,E,0,26,26,FRRVTTR77E26E868,67,1908,6
3720,Gianmarco,Ferrara,E869,563938233,,1977-09-24 21:17:17.161291,GNMRC,FRRR,77,P,40,24,64,FRRRGNMRC77P64E869,69,1967,8
3721,Vittoria,Ferrari,E870,563938235,,1980-08-09 21:17:17.161291,VTTR,FRRR,80,M,0,9,9,FRRRVTTR80M9E870,41,1926,7
3722,Gianmaria,Fiore,E872,563938236,,1974-01-07 21:17:17.161291,GNMR,FR,74,A,40,7,47,FRGNMR74A47E872,93,1972,1
3723,Vittoria,Fontana,E873,563938241,,1983-04-28 21:17:17.161291,VTTR,FNTN,83,D,0,28,28,FNTNVTTR83D28E873,26,1960,9
3724,Gianpaolo,Gallo,E874,563938243,,1992-04-16 21:17:17.161291,GNPL,GLL,92,D,40,16,56,GLLGNPL92D56E874,62,1975,2
3725,Vittoria,Gatti,E875,563938245,,1978-08-06 21:17:17.161291,VTTR,GTT,78,M,0,6,6,GTTVTTR78M6E875,84,2005,8
3726,Gianpiero,Graziani,E876,563938247,,1981-08-05 21:17:17.161291,GNPR,GRZN,81,M,0,5,5,GRZNGNPR81M5E876,48,1900,6
3727,Vittoria,Greco,E877,563938249,,1995-05-21 21:17:17.161291,VTTR,GRC,95,E,40,21,61,GRCVTTR95E61E877,32,1991,6
3728,Giorgio,Leone,E878,563938251,,1976-09-02 21:17:17.161291,GRG,LN,76,P,0,2,2,LNGRG76P2E878,15,2011,4
3729,Vittoria,Lombardi,B632,563938253,,2005-05-24 21:17:17.161291,VTTR,LMBRD,05,E,40,24,64,LMBRDVTTR05E64B632,35,1959,6
3730,Giovanni,Mancini,E879,563938254,,1992-12-02 21:17:17.161291,GVNN,MNCN,92,T,0,2,2,MNCNGVNN92T2E879,89,1950,1
3731,Vittoria,Mariani,E880,563938255,,1984-01-11 21:17:17.161291,VTTR,MRN,84,A,0,11,11,MRNVTTR84A11E880,51,1951,5
3732,Giuseppe,Martini,E882,563938256,,2001-12-26 21:17:17.161291,GSPP,MRTN,01,T,0,26,26,MRTNGSPP01T26E882,39,1921,2
3733,Vittoria,Marini,E883,563938257,,1976-02-18 21:17:17.161291,VTTR,MRN,76,B,0,18,18,MRNVTTR76B18E883,37,1924,7
3734,Gregorio,Marino,E884,563938258,,1968-01-25 21:17:17.161291,GRGR,MRN,68,A,40,25,65,MRNGRGR68A65E884,94,1982,6
3735,Vittoria,Martino,E885,563938259,,1976-05-09 21:17:17.161291,VTTR,MRTN,76,E,40,9,49,MRTNVTTR76E49E885,88,1907,6
3736,Guido,Morelli,E887,563938260,,1969-12-16 21:17:17.161291,GD,MRLL,69,T,0,16,16,MRLLGD69T16E887,23,1986,7
3737,Vittoria,Moretti,E888,563938261,,1984-10-19 21:17:17.161291,VTTR,MRTT,84,R,40,19,59,MRTTVTTR84R59E888,28,1910,8
3738,Iacopo,Neri,M283,563938262,,1968-08-29 21:17:17.161291,CP,NR,68,M,40,29,69,NRCP68M69M283,41,1928,9
3739,Vittoria,Palmieri,E889,563938263,,1969-06-09 21:17:17.161291,VTTR,PLMR,69,H,0,9,9,PLMRVTTR69H9E889,16,1940,2
3740,Italo,Palumbo,E891,563938264,,1974-08-23 21:17:17.161291,TL,PLMB,74,M,40,23,63,PLMBTL74M63E891,35,1963,5
3741,Vittoria,Parisi,E892,563938265,,1993-10-20 21:17:17.161291,VTTR,PRS,93,R,0,20,20,PRSVTTR93R20E892,71,1980,5
3742,Ivan,Piazza,E893,563938267,,1986-01-17 21:17:17.161291,VN,PZZ,86,A,40,17,57,PZZVN86A57E893,20,1957,3
3743,Vittoria,Pellegrini,E894,563938269,,1995-10-25 21:17:17.161291,VTTR,PLLGRN,95,R,0,25,25,PLLGRNVTTR95R25E894,94,1983,4
3744,Leonardo,Rinaldi,E896,566189383,,1980-08-15 21:17:17.161291,LNRD,RNLD,80,M,40,15,55,RNLDLNRD80M55E896,93,2019,6
3745,Vittoria,Riva,E897,566189384,,1966-05-15 21:17:17.161291,VTTR,RV,66,E,40,15,55,RVVTTR66E55E897,44,1972,6
3746,Liberato,Rizzi,E899,566189385,,2000-06-25 21:17:17.161291,LBRT,RZZ,00,H,0,25,25,RZZLBRT00H25E899,100,1995,6
3747,Vittoria,Romano,E900,566189386,,1983-05-06 21:17:17.161291,VTTR,RMN,83,E,40,6,46,RMNVTTR83E46E900,1,1936,4
3748,Lorenzo,Rossetti,E901,566189387,,2005-03-15 21:17:17.161291,LRNZ,RSSTT,05,C,40,15,55,RSSTTLRNZ05C55E901,65,1978,3
3749,Vittoria,Ruggiero,M316,566189388,,1987-12-02 21:17:17.161291,VTTR,RGGR,87,T,0,2,2,RGGRVTTR87T2M316,77,1998,7
3750,Luca,Russo,E902,566189389,,2003-02-27 21:17:17.161291,LC,RSS,03,B,40,27,67,RSSLC03B67E902,46,1976,9
3751,Vittoria,Sacco,E903,566189390,,1996-06-28 21:17:17.161291,VTTR,SCC,96,H,40,28,68,SCCVTTR96H68E903,80,1963,7
3752,Luciano,Sartori,E904,566189391,,1994-07-28 21:17:17.161291,LCN,SRTR,94,L,40,28,68,SRTRLCN94L68E904,59,1987,9
3753,Vittoria,Santoro,E906,570433238,,1982-03-08 21:17:17.161291,VTTR,SNTR,82,C,40,8,48,SNTRVTTR82C48E906,21,1955,1
3754,Marcello,Sorrentino,E911,570433239,,1991-07-23 21:17:17.161291,MRCLL,SRRNTN,91,L,40,23,63,SRRNTNMRCLL91L63E911,9,1993,4
3755,Vittoria,Silvestri,E908,570433241,,1993-02-03 21:17:17.161291,VTTR,SLVSTR,93,B,0,3,3,SLVSTRVTTR93B3E908,69,2018,9
3756,Marco,Testa,E910,570433242,,1993-08-26 21:17:17.161291,MRC,TST,93,M,40,26,66,TSTMRC93M66E910,96,2002,4
3757,Vittoria,Valentini,E914,570433243,,1995-09-18 21:17:17.161291,VTTR,VLNTN,95,P,0,18,18,VLNTNVTTR95P18E914,40,1904,2
3758,Mario,Villa,E915,570433244,,1977-11-13 21:17:17.161291,MR,VLL,77,S,40,13,53,VLLMR77S53E915,92,1904,8
3759,Vittoria,Amato,E905,570433245,,2000-05-17 21:17:17.161291,VTTR,MT,00,E,0,17,17,MTVTTR00E17E905,90,1924,4
3760,Massimiliano,Barbieri,E907,570433246,,1977-04-24 21:17:17.161291,MSSMLN,BRBR,77,D,0,24,24,BRBRMSSMLN77D24E907,92,1931,3
3761,Vittoria,Basile,E912,570433248,,1990-10-26 21:17:17.176932,VTTR,BSL,90,R,0,26,26,BSLVTTR90R26E912,23,1905,3
3762,Massimo,Bernardi,E917,570433249,,1983-08-08 21:17:17.176932,MSSM,BRNRD,83,M,40,8,48,BRNRDMSSM83M48E917,88,1944,9
3763,Vittoria,Caputo,E919,570433250,,1999-07-11 21:17:17.176932,VTTR,CPT,99,L,0,11,11,CPTVTTR99L11E919,33,2019,5
3764,Mauro,Carbone,E921,570433251,,1997-09-10 21:17:17.176932,MR,CRBN,97,P,0,10,10,CRBNMR97P10E921,53,1981,9
3765,Vittoria,Conti,E922,570433252,,1997-11-17 21:17:17.176932,VTTR,CNT,97,S,40,17,57,CNTVTTR97S57E922,35,1900,2
3766,Michele,Coppola,E923,570433253,,1983-02-07 21:17:17.176932,MCHL,CPPL,83,B,40,7,47,CPPLMCHL83B47E923,2,1967,6
3767,Vittoria,Damico,E924,570433254,,1987-07-10 21:17:17.176932,VTTR,DMC,87,L,0,10,10,DMCVTTR87L10E924,92,1945,8
3768,Niccolò,De Angelis,E925,570433255,,1975-01-25 21:17:17.176932,NCCL,DNGLS,75,A,40,25,65,DNGLSNCCL75A65E925,22,1914,8
3769,Vittoria,De Rosa,E927,570433256,,1987-05-07 21:17:17.176932,VTTR,DRS,87,E,0,7,7,DRSVTTR87E7E927,80,1922,7
3770,Nicola,De Luca,E928,570433257,,1988-10-04 21:17:17.176932,NCL,DLC,88,R,40,4,44,DLCNCL88R44E928,66,1970,4
3771,Vittoria,D'Angelo,E929,570433259,,2004-04-09 21:17:17.176932,VTTR,DNGL,04,D,0,9,9,DNGLVTTR04D9E929,9,1991,1
3772,Orazio,D'Amico,E930,570433261,,1969-01-28 21:17:17.176932,RZ,DMC,69,A,0,28,28,DMCRZ69A28E930,49,1900,5
3773,Vittoria,D'Amore,E931,570433262,,1981-06-07 21:17:17.176932,VTTR,DMR,81,H,40,7,47,DMRVTTR81H47E931,68,2014,7
3774,Ottavio,De Santis,E932,570433267,,1979-03-14 21:17:17.176932,TTV,DSNTS,79,C,40,14,54,DSNTSTTV79C54E932,46,1930,2
3775,Vittoria,Donati,E933,570433268,,1980-10-28 21:17:17.176932,VTTR,DNT,80,R,40,28,68,DNTVTTR80R68E933,94,1965,7
3776,Paolo,Farina,E934,570433269,,2000-06-19 21:17:17.176932,PL,FRN,00,H,0,19,19,FRNPL00H19E934,72,1980,7
3777,Vittoria,Ferraro,E936,570433270,,1986-05-07 21:17:17.176932,VTTR,FRRR,86,E,40,7,47,FRRRVTTR86E47E936,18,1910,2
3778,Pasquale,Ferro,E938,570433279,,2001-12-22 21:17:17.176932,PSQL,FRR,01,T,40,22,62,FRRPSQL01T62E938,40,1966,7
3779,Vittoria,Fontana,E939,570433280,,1984-09-15 21:17:17.176932,VTTR,FNTN,84,P,40,15,55,FNTNVTTR84P55E939,56,2005,9
3780,Piero,Gallo,E940,570433281,,1976-05-21 21:17:17.176932,PR,GLL,76,E,0,21,21,GLLPR76E21E940,82,1993,1
3781,Vittoria,Gatti,E941,570433282,,1981-07-01 21:17:17.176932,VTTR,GTT,81,L,40,1,41,GTTVTTR81L41E941,5,2019,1
3782,Pietro,Giordano,E944,570433283,,1981-01-26 21:17:17.176932,PTR,GRDN,81,A,0,26,26,GRDNPTR81A26E944,40,1940,9
3783,Vittoria,Grassi,E945,570433284,,1996-05-03 21:17:17.176932,VTTR,GRSS,96,E,0,3,3,GRSSVTTR96E3E945,89,1945,7
3784,Raffaele,Greco,E946,570433286,,2000-06-25 21:17:17.176932,RFFL,GRC,00,H,40,25,65,GRCRFFL00H65E946,26,1918,9
3785,Vittoria,Guerra,E947,570433287,,1983-10-09 21:17:17.176932,VTTR,GRR,83,R,40,9,49,GRRVTTR83R49E947,16,1995,8
3786,Raimondo,Lombardo,E949,570433288,,2004-12-16 21:17:17.176932,RMND,LMBRD,04,T,40,16,56,LMBRDRMND04T56E949,64,2014,4
3787,Vittoria,Longo,E951,570433289,,1976-01-30 21:17:17.176932,VTTR,LNG,76,A,0,30,30,LNGVTTR76A30E951,4,1952,3
3788,Renato,Marino,E952,570433290,,2000-02-23 21:17:17.176932,RNT,MRN,00,B,40,23,63,MRNRNT00B63E952,22,1970,4
3789,Vittoria,Martini,E953,570433291,,1996-04-25 21:17:17.176932,VTTR,MRTN,96,D,0,25,25,MRTNVTTR96D25E953,99,1969,1
3790,Riccardo,Martinelli,E954,570433292,,1995-06-23 21:17:17.176932,RCCRD,MRTNLL,95,H,40,23,63,MRTNLLRCCRD95H63E954,54,2017,9
3791,Vittoria,Mariani,E955,570433293,,1978-12-16 21:17:17.176932,VTTR,MRN,78,T,0,16,16,MRNVTTR78T16E955,3,1978,1
3792,Roberto,Mazzola,E956,570433294,,1965-09-09 21:17:17.176932,RBRT,MZZL,65,P,0,9,9,MZZLRBRT65P9E956,26,1901,4
3793,Vittoria,Mazzoli,E957,570433295,,1985-05-12 21:17:17.176932,VTTR,MZZL,85,E,0,12,12,MZZLVTTR85E12E957,96,1936,2
3794,Rocco,Messina,E958,570433296,,1982-11-27 21:17:17.176932,RCC,MSSN,82,S,40,27,67,MSSNRCC82S67E958,18,1948,9
3795,Vittoria,Montagna,E959,570433297,,1969-01-18 21:17:17.176932,VTTR,MNTGN,69,A,0,18,18,MNTGNVTTR69A18E959,73,1978,9
3796,Rodolfo,Montanari,E960,570433298,,1964-11-03 21:17:17.176932,RDLF,MNTNR,64,S,0,3,3,MNTNRRDLF64S3E960,69,1938,4
3797,Vittoria,Napolitano,E961,570433299,,1977-09-10 21:17:17.176932,VTTR,NPLTN,77,P,40,10,50,NPLTNVTTR77P50E961,99,1985,5
3798,Rocco,Pagano,E962,570433300,,1998-01-17 21:17:17.176932,RCC,PGN,98,A,40,17,57,PGNRCC98A57E962,31,1950,4
3799,Vittoria,Pellegrini,E963,570433301,,1970-07-21 21:17:17.176932,VTTR,PLLGRN,70,L,0,21,21,PLLGRNVTTR70L21E963,21,1948,5
3800,Rolando,Piazza,E965,570433302,,1970-01-25 21:17:17.176932,RLND,PZZ,70,A,40,25,65,PZZRLND70A65E965,39,2001,4
3801,Vittoria,Pinto,E967,570433303,,1975-10-07 21:17:17.176932,VTTR,PNT,75,R,40,7,47,PNTVTTR75R47E967,98,1948,2
3802,Romano,Pugliese,E968,571052417,,1989-04-15 21:17:17.176932,RMN,PGLS,89,D,40,15,55,PGLSRMN89D55E968,56,1936,8
3803,Vittoria,Riva,E970,571052418,,1990-09-06 21:17:17.176932,VTTR,RV,90,P,40,6,46,RVVTTR90P46E970,41,1924,8
3804,Romeo,Rizzi,E971,571052420,,2005-07-14 21:17:17.176932,RM,RZZ,05,L,0,14,14,RZZRM05L14E971,84,1999,3
3805,Vittoria,Rizzo,E972,571052421,,1967-11-15 21:17:17.176932,VTTR,RZZ,67,S,40,15,55,RZZVTTR67S55E972,42,1925,3
3806,Romualdo,Romano,E973,586047845,,1979-10-01 21:17:17.176932,RMLD,RMN,79,R,0,1,1,RMNRMLD79R1E973,11,1983,7
3807,Vittoria,Rossetti,E974,586047846,,2002-11-25 21:17:17.176932,VTTR,RSSTT,02,S,0,25,25,RSSTTVTTR02S25E974,30,1945,7
3808,Rosario,Ruggiero,E975,586047847,,1980-04-02 21:17:17.176932,RSR,RGGR,80,D,0,2,2,RGGRRSR80D2E975,85,1962,1
3809,Vittoria,Russo,E976,586047848,,1980-03-15 21:17:17.176932,VTTR,RSS,80,C,40,15,55,RSSVTTR80C55E976,61,1910,8
3810,Ruggero,Sacco,E977,586047849,,1982-02-26 21:17:17.176932,RGGR,SCC,82,B,40,26,66,SCCRGGR82B66E977,61,1947,1
3811,Vittoria,Sartori,E978,586047850,,1968-02-10 21:17:17.176932,VTTR,SRTR,68,B,0,10,10,SRTRVTTR68B10E978,55,1945,6
3812,Salvatore,Serra,E979,586047853,,1999-05-21 21:17:17.176932,SLVTR,SRR,99,E,40,21,61,SRRSLVTR99E61E979,91,1925,8
3813,Vittoria,Silvestri,E980,586047854,,1986-02-06 21:17:17.176932,VTTR,SLVSTR,86,B,0,6,6,SLVSTRVTTR86B6E980,9,2003,5
3814,Samuele,Sorrentino,E981,586047855,,1975-02-12 21:17:17.176932,SML,SRRNTN,75,B,0,12,12,SRRNTNSML75B12E981,65,1907,1
3815,Vittoria,Testa,E982,586047856,,1996-01-29 21:17:17.176932,VTTR,TST,96,A,40,29,69,TSTVTTR96A69E982,85,2019,1
3816,Sandro,Valentini,E983,586047857,,2004-03-12 21:17:17.176932,SNDR,VLNTN,04,C,40,12,52,VLNTNSNDR04C52E983,66,1909,3
3817,Vittoria,Villa,E984,586047858,,1973-02-04 21:17:17.176932,VTTR,VLL,73,B,40,4,44,VLLVTTR73B44E984,81,2012,8
3818,Santino,Vitale,E986,586047859,,1964-05-20 21:17:17.176932,SNTN,VTL,64,E,40,20,60,VTLSNTN64E60E986,53,1933,4
3819,Vittoria,Amato,E987,586047860,,1986-02-09 21:17:17.176932,VTTR,MT,86,B,40,9,49,MTVTTR86B49E987,67,2014,9
3820,Santo,Barbieri,E988,586047861,,1984-11-17 21:17:17.176932,SNT,BRBR,84,S,40,17,57,BRBRSNT84S57E988,95,1965,8
3821,Vittoria,Basile,E989,586047862,,1978-12-11 21:17:17.176932,VTTR,BSL,78,T,40,11,51,BSLVTTR78T51E989,10,1957,5
3822,Sebastiano,Bernardi,E990,586047863,,2003-08-22 21:17:17.176932,SBSTN,BRNRD,03,M,0,22,22,BRNRDSBSTN03M22E990,16,1967,9
3823,Vittoria,Caputo,E991,586047866,,1999-09-03 21:17:17.176932,VTTR,CPT,99,P,40,3,43,CPTVTTR99P43E991,83,2009,2
3824,Secondo,Carbone,E992,586047867,,1993-09-28 21:17:17.176932,SCND,CRBN,93,P,40,28,68,CRBNSCND93P68E992,62,1947,4
3825,Vittoria,Conti,E993,586047868,,1970-04-23 21:17:17.176932,VTTR,CNT,70,D,40,23,63,CNTVTTR70D63E993,23,1955,3
3826,Sergio,Coppola,E994,586047869,,1966-05-17 21:17:17.176932,SRG,CPPL,66,E,40,17,57,CPPLSRG66E57E994,10,1983,6
3827,Vittoria,Damico,E995,586047870,,2004-03-12 21:17:17.176932,VTTR,DMC,04,C,0,12,12,DMCVTTR04C12E995,81,2001,1
3828,Silvano,De Angelis,B689,586047871,,2005-01-16 21:17:17.176932,SLVN,DNGLS,05,A,0,16,16,DNGLSSLVN05A16B689,99,2008,6
3829,Vittoria,De Rosa,E999,586047872,,1981-01-24 21:17:17.176932,VTTR,DRS,81,A,0,24,24,DRSVTTR81A24E999,48,1974,2
3830,Silverio,De Luca,E998,586047873,,1977-01-11 21:17:17.176932,SLVR,DLC,77,A,0,11,11,DLCSLVR77A11E998,75,1975,6
3831,Vittoria,D'Angelo,E997,586047874,,1996-12-06 21:17:17.176932,VTTR,DNGL,96,T,0,6,6,DNGLVTTR96T6E997,80,1911,7
3832,Siro,D'Amico,F001,586047875,,1990-11-01 21:17:17.176932,SR,DMC,90,S,40,1,41,DMCSR90S41F001,70,2010,9
3833,Vittoria,D'Amore,F002,586047876,,1979-12-11 21:17:17.176932,VTTR,DMR,79,T,0,11,11,DMRVTTR79T11F002,67,2015,9
3834,Stefano,De Santis,M270,586047877,,1987-01-11 21:17:17.176932,STFN,DSNTS,87,A,40,11,51,DSNTSSTFN87A51M270,88,2015,1
3835,Vittoria,Donati,F003,586047878,,1970-03-12 21:17:17.176932,VTTR,DNT,70,C,40,12,52,DNTVTTR70C52F003,23,1917,3
3836,Taddeo,Farina,F004,586047879,,2003-03-15 21:17:17.176932,TDD,FRN,03,C,0,15,15,FRNTDD03C15F004,71,1968,6
3837,Vittoria,Ferraro,F005,586047880,,1967-07-20 21:17:17.176932,VTTR,FRRR,67,L,40,20,60,FRRRVTTR67L60F005,52,1922,7
3838,Terenzio,Ferro,F006,586047881,,1993-03-19 21:17:17.176932,TRNZ,FRR,93,C,0,19,19,FRRTRNZ93C19F006,96,2016,5
3839,Vittoria,Fontana,F007,586047882,,1991-02-18 21:17:17.176932,VTTR,FNTN,91,B,40,18,58,FNTNVTTR91B58F007,56,2017,7
3840,Tiberio,Gallo,F009,586047883,,1982-01-04 21:17:17.176932,TBR,GLL,82,A,0,4,4,GLLTBR82A4F009,57,1963,7
3841,Vittoria,Gatti,F010,586047884,,2001-08-15 21:17:17.176932,VTTR,GTT,01,M,0,15,15,GTTVTTR01M15F010,31,1926,2
3842,Tiburzio,Giordano,F011,586047885,,2002-09-11 21:17:17.176932,TBRZ,GRDN,02,P,40,11,51,GRDNTBRZ02P51F011,41,1975,6
3843,Vittoria,Grassi,F012,586047889,,1968-05-29 21:17:17.176932,VTTR,GRSS,68,E,0,29,29,GRSSVTTR68E29F012,28,2000,2
3844,Timoteo,Greco,F013,586047890,,1987-01-26 21:17:17.176932,TMT,GRC,87,A,40,26,66,GRCTMT87A66F013,4,1937,5
3845,Vittoria,Guerra,F016,586047891,,1981-08-27 21:17:17.176932,VTTR,GRR,81,M,40,27,67,GRRVTTR81M67F016,58,2005,1
